序號,標題,地址,價格,價格單位,房屋類型,格局,坪數,樓層,連結,抓取時間,可住人數,身份要求,緯度,經度,設施,冰箱,洗衣機,電視,冷氣,熱水器,床,衣櫃,第四台,網路WiFi,天然瓦斯,沙發,桌椅,陽台,電梯,車位,浴缸
5635,美樂~信義安和站~敦南樹海4+1房~雙衛浴~可入籍~可寵,大安區-敦化南路二段,79000,元/月,整棟出租,4房2廳,45.9坪,13F/18F,https://rent.591.com.tw/21368563,2026-07-18 00:00:11,4人,學生、上班族、家庭,25.0322445,121.5483837,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
5636,美樂~市政府站~信義平面4房雙衛浴~有陽台採光好~含車位,信義區-永吉路,77999,元/月,整棟出租,4房2廳,65.6坪,7F/14F,https://rent.591.com.tw/21607839,2026-07-18 00:00:11,4人,學生、上班族、家庭,25.0458700,121.5695572,冰箱、洗衣機、冷氣、熱水器、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,無,有,有,無,有,無,無,有,有,有,有,有,有,
5637,美樂~市府站~平面三房~一層兩戶~雙衛浴~有陽台~機能強~,信義區-基隆路一段101巷,75000,元/月,整棟出租,3房2廳,48.6坪,8F/14F,https://rent.591.com.tw/21428619,2026-07-18 00:00:11,3人,學生、上班族、家庭,25.0455250,121.5676080,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,無,有,有,有,有,
5638,美樂~市政府站~一層兩戶~平面三房~~全新屋齡/首租~,信義區-基隆路一段35巷,84999,元/月,整棟出租,3房2廳,29坪,5F/7F,https://rent.591.com.tw/21644145,2026-07-18 00:00:11,3人,學生、上班族、家庭,25.0476,121.570925,冷氣、熱水器、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,無,無,無,有,無,無,有,有,有,
5639,美樂~市府站~平面三房~新屋落成~全新首租~平車可租~可入籍,信義區-基隆路一段35巷,89999,元/月,整棟出租,3房2廳,31坪,5F/7F,https://rent.591.com.tw/21548302,2026-07-18 00:00:11,3人,學生、上班族、家庭,25.0482300,121.5694240,冷氣、熱水器、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,無,無,無,有,無,無,有,有,有,
5640,美樂~內湖五期~近昇恆昌~大面採光~可住可辦~格局方正空間大,內湖區-金豐街,39999,元/月,其他,1房2廳,40.6坪,2F/10F,https://rent.591.com.tw/21483870,2026-07-18 00:00:11,1人,學生、上班族、家庭,25.0647021,121.5871281,冷氣、熱水器、電梯,無,無,無,有,有,無,無,無,無,無,無,無,無,有,無,
5641,美樂~三總民權圓環~空屋三房好規劃~泳池社區~有陽台~,內湖區-民權東路六段,52000,元/月,整棟出租,3房2廳,28.9坪,9F/14F,https://rent.591.com.tw/21643644,2026-07-18 00:00:11,3人,學生、上班族、家庭,25.0685436,121.5903636,冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,有,無,無,有,無,無,有,有,有,
5642,美樂~東門站~東門市場~平面兩房~有陽台~優質住宅~社區管理,中正區-杭州南路一段77巷,44999,元/月,整棟出租,2房1廳,19.5坪,5F/7F,https://rent.591.com.tw/21643920,2026-07-18 00:00:11,2人,學生、上班族、家庭,25.0397823,121.5286313,冰箱、洗衣機、冷氣、熱水器、衣櫃、沙發、桌椅、陽台、電梯,有,有,無,有,有,無,有,無,無,無,有,有,有,有,無,
5643,美樂~台北車站~中山獨立門牌~可租補~南西商圈~陽台/浴缸,中山區-中山北路一段53巷,35000,元/月,整棟出租,1房1廳,14.8坪,9F/12F,https://rent.591.com.tw/21577193,2026-07-18 00:00:11,1人,學生、上班族、家庭,25.0484670,121.5215084,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,有
5644,美樂~國父紀念館~採光3+1房~可租補報稅入籍~含平車有管理,信義區-仁愛路四段452巷,66000,元/月,整棟出租,3房2廳,35坪,3F/7F,https://rent.591.com.tw/21514544,2026-07-18 00:00:11,3人,學生、上班族、家庭,25.0367635,121.5579790,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
5645,美樂~南京三民站~精緻裝潢~兩房雙衛浴~有陽台~採光佳,松山區-寶清街,70000,元/月,整棟出租,2房2廳,21坪,8F/13F,https://rent.591.com.tw/21256567,2026-07-18 00:00:11,2人,學生、上班族、家庭,25.0533209,121.5678491,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,無,有,有,有,有,無,無,有,有,有,有,有,有,
5646,美樂~東門站~東門市場~質感平面兩房~有陽台~屋齡新~含平車,中正區-杭州南路一段77巷,62000,元/月,整棟出租,2房1廳,22.9坪,2F/7F,https://rent.591.com.tw/21633051,2026-07-18 00:00:11,2人,學生、上班族、家庭,25.0381450,121.5268929,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,,有,有,有,
5647,*忠孝敦化站*美麗3房,大安區-忠孝東路四段205巷7弄,70000,元/月,整棟出租,3房2廳,45坪,9F/12F,https://rent.591.com.tw/21552510,2026-07-18 00:00:11,3人,上班族、家庭,25.0418872,121.5524514,冰箱、洗衣機、冷氣、熱水器、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,無,有,有,無,有,無,無,有,有,有,有,有,無,
5648,*台電大樓站*電梯3房,大安區-羅斯福路三段,47000,元/月,整棟出租,3房2廳,35坪,12F/12F,https://rent.591.com.tw/21502997,2026-07-18 00:00:11,3人,上班族、家庭,25.0202091,121.5306461,冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯,無,無,無,有,有,無,有,無,無,有,無,無,有,有,無,
5649,*紀念堂站*電梯4房+車位+可寵,中正區-羅斯福路一段58巷,58000,元/月,整棟出租,4房2廳,50.7坪,2F/9F,https://rent.591.com.tw/21646898,2026-07-18 00:00:11,4人,上班族、家庭,25.0310736,121.5191883,陽台、車位,無,無,無,無,無,無,無,無,無,無,無,無,有,無,有,
5650,*古亭站*有車庫住家(可租補入戶籍),大安區-潮州街82巷,48000,元/月,整棟出租,3房2廳,15.1坪,1F/5F,https://rent.591.com.tw/21646892,2026-07-18 00:00:11,3人,上班族、家庭,25.0278147,121.5240437,冷氣、熱水器、衣櫃、天然瓦斯、電梯,無,無,無,有,有,無,有,無,無,有,無,無,無,有,無,
5651,政大環境清幽學生女共用套房（學生可議價）,文山區-政大三街40號,7800,元/月,共用套房,,6坪,4F/4F,https://rent.591.com.tw/21537016,2026-07-18 00:00:11,1人,學生、上班族,24.9857480,121.5817070,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、桌椅、陽台,有,有,無,有,有,有,有,有,有,有,無,有,有,無,無,
5652,社區_囍堂近士林捷運站/塔式機械車位,士林區-文林路,3800,元/月,車位,機械式,0.4坪,,https://rent.591.com.tw/21567973,2026-07-18 00:00:11,,,25.0974136,121.5250866,,,,,,,,,,,,,,,,,
5653,🏡首租/全新裝潢日式無印自然風套房🏡,大安區-和平東路二段,30000,元/月,私人套房,,12.5坪,9F/12F,https://rent.591.com.tw/21629703,2026-07-18 00:00:11,2人,上班族,25.0238994,121.5413417,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、電梯,有,有,有,有,有,有,有,無,無,無,有,無,無,有,無,
5654,🌈天母七段美廈/戶數單純/高檔住宅/有車位🌈,士林區-中山北路七段,80000,元/月,整棟出租,4房2廳,78.2坪,3F/7F,https://rent.591.com.tw/21516800,2026-07-18 00:00:11,4人,上班族、家庭,25.1279750,121.5338380,冰箱、洗衣機、冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯、車位,有,有,無,有,有,無,有,無,無,有,無,無,有,有,有,
5655,✨敦南林蔭大道住辦｜近捷運忠孝敦化站、小巨蛋｜有管理電梯大樓,松山區-敦化南路一段,52000,元/月,整棟出租,2房1廳,42.4坪,5F/12F,https://rent.591.com.tw/21631004,2026-07-18 00:00:11,2人,上班族、家庭,25.0452269,121.5486792,洗衣機、冷氣、熱水器、衣櫃、天然瓦斯、電梯,無,有,無,有,有,無,有,無,無,有,無,無,無,有,無,
5656,✨南港擎天森林管理電梯｜新大樓沒住過首次出租｜有平面車位可租,南港區-興南街,48000,元/月,整棟出租,1房1廳,14.8坪,15F/26F,https://rent.591.com.tw/21630993,2026-07-18 00:00:11,1人,上班族,25.0549691,121.5987761,冰箱、洗衣機、電視、冷氣、熱水器、天然瓦斯、陽台、電梯、車位,有,有,有,有,有,無,無,無,無,有,無,無,有,有,有,
5657,♥️限女性/私有大露臺.合租套房.低樓層免爬高♥️,士林區-後街21巷,13500,元/月,共用套房,,8.8坪,2F/3F,https://rent.591.com.tw/21593678,2026-07-18 00:00:11,2人,學生、上班族、家庭,25.098983,121.524805,洗衣機、冷氣、熱水器、網路WiFi、陽台,無,有,無,有,有,無,無,無,有,無,無,,有,無,無,
5658,獨立陽臺曬洗👑臺北小巨蛋站-55.0坪,松山區-八德路三段,76000,元/月,整棟出租,4房2廳,55坪,6F/13F,https://rent.591.com.tw/21638233,2026-07-18 00:00:11,4人,上班族、家庭,25.0482805,121.5550947,冷氣、天然瓦斯、陽台、電梯、車位,無,無,無,有,無,無,無,無,無,有,無,無,有,有,有,
5659,💫可租補/大空間近新北投MRT溫馨2+1房💫,北投區-珠海路,30000,元/月,整棟出租,2房2廳,20.2坪,2F/4F,https://rent.591.com.tw/21590839,2026-07-18 00:00:11,2人,學生、上班族、家庭,25.13794,121.50202,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、天然瓦斯、沙發、桌椅、陽台,有,有,有,有,有,有,有,有,無,有,有,有,有,無,無,
5660,環境優美~30.47坪🥇中山站~2房,大同區-承德路一段,32000,元/月,整棟出租,2房1廳,30.5坪,8F/12F,https://rent.591.com.tw/21612131,2026-07-18 00:00:11,2人,,25.0516424,121.5174633,冷氣、熱水器、電梯,無,無,無,有,有,無,無,無,無,無,無,無,無,有,無,
5661,✨基泰之星電梯獨套｜近捷運民權西路站、晴光商圈｜飯店式管理,中山區-農安街,34800,元/月,私人套房,,15.2坪,11F/14F,https://rent.591.com.tw/21582261,2026-07-18 00:00:11,2人,上班族,25.0649490,121.5233000,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,無,有,有,有,有,無,
5662,近全新大套房台北車站中山捷運站走路3分可租補免仲介費可養貓,大同區-承德路一段69巷12號,14000,元/月,私人套房,,11坪,4F/4F,https://rent.591.com.tw/20949948,2026-07-18 00:00:13,2人,學生、上班族,25.0517654,121.5179520,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅,有,有,有,有,有,有,有,有,有,無,有,有,無,無,無,
5663,可寵物，松山站，電梯管理，2+1房，車位另計，警衛、收垃圾,信義區-永吉路225巷,63000,元/月,整棟出租,3房1廳,28.5坪,9F/12F,https://rent.591.com.tw/21635160,2026-07-18 00:00:13,3人,學生、上班族、家庭,25.0468875,121.5695225,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,無,有,有,有,有,無,無,有,有,有,有,有,有,
5664,松山高樓層，裝潢新，12小時管理，代收垃圾包裹,松山區-八德路四段,75000,元/月,整棟出租,3房2廳,40坪,12F/12F,https://rent.591.com.tw/21634656,2026-07-18 00:00:13,3人,學生、上班族、家庭,25.0481806,121.5652556,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
5665,可寵！六張犁站，電梯4房，可報稅可租補,大安區-和平東路三段119巷10弄,58000,元/月,整棟出租,4房2廳,36.9坪,3F/6F,https://rent.591.com.tw/21635421,2026-07-18 00:00:13,4人,學生、上班族、家庭,25.0242982,121.5508841,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
5666,象山站，電梯管理，一層兩戶，平面車位,信義區-松仁路,85000,元/月,整棟出租,2房2廳,55.2坪,2F/12F,https://rent.591.com.tw/21634880,2026-07-18 00:00:13,2人,學生、上班族、家庭,25.0308650,121.5677464,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
5667,石牌全新家具，24小時管理，代收垃圾包裹，近捷運,北投區-裕民六路,63000,元/月,整棟出租,2房2廳,26坪,2F/18F,https://rent.591.com.tw/21634678,2026-07-18 00:00:13,2人,學生、上班族、家庭,25.1127541,121.5164375,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,有,無,有,有,有,有,有,無,
5668,東門站，電梯管理，採光3房，前後陽台，車位可租,中正區-信義路二段,80000,元/月,整棟出租,3房2廳,23坪,6F/13F,https://rent.591.com.tw/21634925,2026-07-18 00:00:13,3人,學生、上班族、家庭,25.0348845,121.5301075,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
5669,基隆路一段，電梯管理，高樓景觀4房，平面車位另租,信義區-基隆路一段,132000,元/月,整棟出租,4房3廳,39.6坪,13F/13F,https://rent.591.com.tw/21634820,2026-07-18 00:00:13,4人,學生、上班族、家庭,25.0492869,121.5701695,冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,無,無,無,有,有,有,有,無,無,有,有,有,有,有,有,
5670,台北轉運站，裝潢新，電梯，代收垃圾,中山區-中山北路一段53巷,35000,元/月,私人套房,,14坪,9F/12F,https://rent.591.com.tw/21634763,2026-07-18 00:00:13,2人,學生、上班族、家庭,25.0484958,121.5215372,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
5671,忠孝敦化，新電梯社區，可報稅、可租補，收垃圾,大安區-敦化南路一段177巷,57500,元/月,私人套房,,23.8坪,6F/8F,https://rent.591.com.tw/21635204,2026-07-18 00:00:13,2人,學生、上班族、家庭,25.0422944,121.5506076,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,無,無,有,有,有,有,
5672,忠孝敦化站，新電梯社區，精品套房，可報稅，可租補,大安區-敦化南路一段177巷,52900,元/月,私人套房,,23.7坪,3F/8F,https://rent.591.com.tw/21635331,2026-07-18 00:00:13,2人,學生、上班族、家庭,25.0422944,121.5506076,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,無,有,有,有,有,有,
5673,忠孝復興電梯，可住辦，可報稅，可營登,大安區-仁愛路三段143巷,85000,元/月,整棟出租,4房2廳,52.6坪,3F/7F,https://rent.591.com.tw/21634506,2026-07-18 00:00:13,4人,學生、上班族、家庭,25.0406449,121.5441263,冷氣、熱水器、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,無,無,無,有,無,無,有,有,有,
5674,劍南路/美麗華，採光樓中樓4房，3衛浴，木質家具，平面車位,內湖區-內湖路一段1巷9弄,70000,元/月,整棟出租,4房2廳,54.1坪,4F/5F,https://rent.591.com.tw/21635000,2026-07-18 00:00:13,4人,學生、上班族、家庭,25.0874036,121.5580152,冷氣、熱水器、衣櫃、天然瓦斯、桌椅、陽台、電梯、車位,無,無,無,有,有,無,有,無,無,有,無,有,有,有,有,
5675,古亭/台電大樓，師大，公寓3房，台水電瓦斯，傢俱齊,大安區-師大路49巷,56000,元/月,整棟出租,3房2廳,24.9坪,4F/4F,https://rent.591.com.tw/21635270,2026-07-18 00:00:13,3人,學生、上班族、家庭,25.0237292,121.5285319,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台,有,有,無,有,有,有,有,無,無,有,有,有,有,無,無,
5676,可寵物，象山/北醫，吳興商區，大陽台，可入籍,信義區-吳興街600巷,48000,元/月,整棟出租,3房2廳,28.3坪,1F/7F,https://rent.591.com.tw/21635387,2026-07-18 00:00:13,3人,學生、上班族、家庭,25.0203420,121.5689427,冷氣、熱水器、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,無,無,無,有,無,無,有,有,有,
5677,南港站三鐵，電梯管理，溫馨3房2衛，平面車位,南港區-南港路二段38巷,65000,元/月,整棟出租,3房2廳,21坪,11F/12F,https://rent.591.com.tw/21635122,2026-07-18 00:00:13,3人,學生、上班族、家庭,25.0556566,121.6057692,冰箱、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、陽台、電梯、車位,有,無,有,有,有,有,有,無,無,有,無,無,有,有,有,
5678,可寵❤️租補❤️忠孝敦化捷運🔥電梯大樓、垃圾、包裹代收,大安區-忠孝東路四段170巷6弄,41999,元/月,整棟出租,2房1廳,19.5坪,4F/7F,https://rent.591.com.tw/21646221,2026-07-18 00:00:13,2人,學生、家庭、上班族,25.0403094,121.5492554,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
5679,可寵物，信義安和，電梯管理，可報稅租補，包裹垃圾,大安區-仁愛路四段222巷,37000,元/月,私人套房,樓中樓,12.9坪,5F/9F,https://rent.591.com.tw/21635734,2026-07-18 00:00:13,2人,學生、上班族、家庭,25.0375646,121.5533246,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅、電梯、車位,有,有,有,有,有,有,有,無,無,無,有,有,無,有,有,
